id,p_fused_raw,p_fused_bcts,p_cnn,p_vit,branch_disagree,p_empirical_corr,p_em_corr,pred_original,pred_empirical,pred_em_corr,pred_disagree
000050.jpg,0.21645523607730865,0.4416903853416443,0.0021745150443166494,0.4307359457015991,0.42856143065728247,0.36119212613005197,0.47362301916041316,0,0,0,0
000051.jpg,0.6892051696777344,0.762084424495697,0.9761467576026917,0.4022636413574219,0.5738831162452698,0.6959853280493341,0.7846275639303509,1,1,1,0
000052.jpg,0.9928193092346191,0.9809024333953857,0.9999470710754395,0.9856916069984436,0.01425546407699585,0.97348114825973,0.9831698562711224,1,1,1,1
000053.jpg,0.08929311484098434,0.282968133687973,4.4282383896643296e-05,0.17854194343090057,0.17849766104700393,0.21999851221542518,0.3097929859407521,0,0,0,0
000054.jpg,0.043798770755529404,0.19142568111419678,3.8869313101486114e-08,0.08759750425815582,0.08759746538884272,0.1447157846535156,0.21213993587836352,0,0,0,0
000055.jpg,0.9966886043548584,0.9885834455490112,1.0,0.9933772683143616,0.006622731685638428,0.9840986639348996,0.9899482983854994,1,1,1,1
000056.jpg,0.994437575340271,0.9838801026344299,0.9999977350234985,0.9888773560523987,0.011120378971099854,0.9775894971660617,0.9857991089388111,1,1,1,1
000057.jpg,0.999069094657898,0.9951058626174927,0.999943733215332,0.9981945157051086,0.0017492175102233887,0.9931656065909069,0.9956943724812425,1,1,1,1
000058.jpg,0.9496598243713379,0.9309617877006531,0.999971866607666,0.8993477821350098,0.10062408447265625,0.9059936128650993,0.9387886236472051,1,1,1,1
000059.jpg,0.339498907327652,0.5455197691917419,0.00043257189099676907,0.678565263748169,0.6781326918571722,0.4617487710491728,0.5771984681022385,0,0,1,0
000060.jpg,0.9976925849914551,0.9910262227058411,1.0,0.9953852295875549,0.004614770412445068,0.9874888608374192,0.9921013514340222,1,1,1,1
000061.jpg,0.832048237323761,0.8460337519645691,0.690691351890564,0.973405122756958,0.28271377086639404,0.7970465692920319,0.8620621704060053,1,1,1,1
000062.jpg,0.2296571582555771,0.4543411433696747,0.4542001485824585,0.005114156287163496,0.449085992295295,0.3730779601436141,0.4863916039648526,0,0,0,0
000063.jpg,0.9690006971359253,0.9498183131217957,0.9995155334472656,0.938485860824585,0.061029672622680664,0.9311654879158155,0.955609315447347,1,1,1,1
000064.jpg,0.0014638251159340143,0.02293964847922325,0.00021023619046900421,0.002717413939535618,0.0025071777490666136,0.01650302781945289,0.02600840464233489,0,0,0,0
000065.jpg,0.00012737220095004886,0.0045324163511395454,2.4876797397155315e-05,0.00022986761177890003,0.0002049908143817447,0.0032435229901591448,0.005151724912726353,0,0,0,0
000066.jpg,0.026994308456778526,0.14462216198444366,0.0004695137613452971,0.053519103676080704,0.05304958991473541,0.1078100896553434,0.16128201945007722,0,0,0,0
000067.jpg,0.9339636564254761,0.9174464344978333,0.8719972372055054,0.995930016040802,0.12393277883529663,0.8881773485254749,0.9266847672758871,1,1,1,1
000068.jpg,0.997833788394928,0.9913962483406067,0.9999583959579468,0.9957091808319092,0.004249215126037598,0.9880030169200656,0.9924274068307909,1,1,1,1
000069.jpg,0.9396754503250122,0.9222257733345032,0.9998347759246826,0.879516065120697,0.1203187108039856,0.8944563190237426,0.9309695540614666,1,1,1,1
000070.jpg,0.5079647898674011,0.6571950316429138,0.033308062702417374,0.9826214909553528,0.9493134282529354,0.578088173296598,0.685576182259585,1,1,1,0
000071.jpg,0.08161057531833649,0.26976215839385986,2.7452104404801503e-05,0.1631937026977539,0.1631662505933491,0.20887521311924986,0.29585164234147826,0,0,0,0
000072.jpg,0.5652084350585938,0.6911617517471313,0.9356260299682617,0.194790780544281,0.7408352494239807,0.6153049188872377,0.7179376704837503,1,1,1,0
000073.jpg,0.22107183933258057,0.44616755843162537,0.0007597742369398475,0.44138389825820923,0.4406241240212694,0.36538738152784694,0.47814670730036296,0,0,0,0
000074.jpg,0.15317316353321075,0.37317147850990295,0.00014285648649092764,0.3062034845352173,0.30606062804872636,0.2984846843241459,0.4037326228152496,0,0,0,0
000075.jpg,0.0008892310434021056,0.016516640782356262,0.00048126906040124595,0.0012971929972991347,0.0008159239368978888,0.01186036934170324,0.018742638267590185,0,0,0,0
000076.jpg,0.9987355470657349,0.9939940571784973,0.999170184135437,0.9983009696006775,0.0008692145347595215,0.9916166233318721,0.9947154725896821,1,1,1,1
000077.jpg,0.6453034281730652,0.7371556758880615,0.4200301468372345,0.8705766797065735,0.450546532869339,0.6671555747220544,0.7613210550419656,1,1,1,0
000078.jpg,0.6274285316467285,0.7269824147224426,0.9420328140258789,0.3128243088722229,0.629208505153656,0.6555390153415135,0.751768144448127,1,1,1,0
000079.jpg,0.34111693501472473,0.5467192530632019,0.0040823835879564285,0.6781514883041382,0.6740691047161818,0.4629517046385044,0.5783789789619368,0,0,1,0
000080.jpg,0.7788404226303101,0.8137674927711487,0.5610203742980957,0.9966604709625244,0.4356400966644287,0.7574573657954691,0.8324899087612182,1,1,1,0
000081.jpg,0.586110532283783,0.7032904624938965,0.18457573652267456,0.9876453280448914,0.8030695915222168,0.6288128560214202,0.7294265490737843,1,1,1,0
000082.jpg,0.41725480556488037,0.5999220609664917,0.5498470664024353,0.28466254472732544,0.26518452167510986,0.5173058861728727,0.6303780436156116,0,1,1,1
000083.jpg,0.006240742281079292,0.058696433901786804,1.1208311434529605e-06,0.012480364181101322,0.01247924334995787,0.04266494875632003,0.06622435113695439,0,0,0,0
000084.jpg,0.9866831302642822,0.9712530970573425,0.9999756813049316,0.9733905792236328,0.026585102081298828,0.9602341184960335,0.9746365529364825,1,1,1,1
000085.jpg,0.9554694294929504,0.936314046382904,0.9993820190429688,0.9115568399429321,0.08782517910003662,0.9131008290016107,0.9435708495110303,1,1,1,1
000086.jpg,0.06025884672999382,0.22883418202400208,0.03570985049009323,0.08480784296989441,0.04909799247980118,0.1749714890668266,0.2523331701883198,0,0,0,0
000087.jpg,0.0036612986586987972,0.041699301451444626,0.004338351543992758,0.0029842457734048367,0.0013541057705879211,0.030161410786917756,0.047156510605609055,0,0,0,0
000088.jpg,0.3489852845668793,0.5525059700012207,0.005704838782548904,0.6922657489776611,0.6865609101951122,0.46876870019911143,0.5840689910517817,0,0,1,0
000089.jpg,0.9729901552200317,0.9541687369346619,0.9871580004692078,0.9588223099708557,0.02833569049835205,0.9370257432541158,0.9594790942113962,1,1,1,1
000090.jpg,0.0660628080368042,0.24067078530788422,0.11795221269130707,0.014173404313623905,0.10377880837768316,0.18468926608772954,0.26496764752891494,0,0,0,0
000091.jpg,0.02232286147773266,0.1291818469762802,0.00508745526894927,0.03955826908349991,0.03447081381455064,0.09585949578041868,0.144363219603342,0,0,0,0
000092.jpg,0.9861923456192017,0.9705573916435242,0.9818708896636963,0.990513801574707,0.008642911911010742,0.9592828871228863,0.9740205181499281,1,1,1,1
000093.jpg,0.7831579446792603,0.8163224458694458,0.9979092478752136,0.5684065818786621,0.4295026659965515,0.7605575090183144,0.834840114561745,1,1,1,0
000094.jpg,0.968509316444397,0.949296236038208,0.9479281902313232,0.9890905022621155,0.041162312030792236,0.9304635443970879,0.9551446316289702,1,1,1,1
000095.jpg,0.0002337610931135714,0.00679861381649971,2.744659184372722e-07,0.00046724770800210536,0.0004669732420836681,0.0048684281022394,0.007725171500505139,0,0,0,0
000096.jpg,0.9895607233047485,0.9755285382270813,0.9947350025177002,0.9843863844871521,0.010348618030548096,0.966091136092627,0.9784199453738275,1,1,1,1
000097.jpg,0.04657532274723053,0.19820478558540344,0.005050704814493656,0.08809994161128998,0.08304923679679632,0.150147891468049,0.21945351971458174,0,0,0,0
000098.jpg,0.003210288705304265,0.038300372660160065,0.0007987394346855581,0.005621837917715311,0.004823098483029753,0.027675779416823913,0.043332875175944,0,0,0,0
000099.jpg,0.9964300394058228,0.98799729347229,0.9999942779541016,0.992865800857544,0.007128477096557617,0.9832861965914994,0.9894315041300289,1,1,1,1
000100.jpg,0.9147554636001587,0.9022757411003113,0.833734393119812,0.9957764744758606,0.16204208135604858,0.8683995327129088,0.9130509276619249,1,1,1,1
000101.jpg,0.04172801226377487,0.186222642660141,0.010874565690755844,0.0725814625620842,0.061706896871328354,0.14056165087582698,0.20651769399607492,0,0,0,0
000102.jpg,0.9993050694465637,0.9959750771522522,0.9999997615814209,0.9986103773117065,0.0013893842697143555,0.9943774939880736,0.9964594529159115,1,1,1,1
000103.jpg,0.9979069232940674,0.991591215133667,0.9999998807907104,0.9958140254020691,0.004185855388641357,0.9882739886681844,0.9925991949582789,1,1,1,1
000104.jpg,0.9903945922851562,0.9768408536911011,0.9999920129776001,0.9807971715927124,0.019194841384887695,0.9678928390487535,0.9795804190945037,1,1,1,1
000105.jpg,0.9957737326622009,0.9865706562995911,0.999840497970581,0.9917069673538208,0.008133530616760254,0.981310136794456,0.9881732603629341,1,1,1,1
000106.jpg,0.10837739706039429,0.3131318986415863,0.10524377971887589,0.11151101440191269,0.006267234683036804,0.24575040895308095,0.34145450577518915,0,0,0,0
000107.jpg,0.9988325238227844,0.9943057894706726,0.9985983967781067,0.9990666508674622,0.00046825408935546875,0.9920508698215577,0.9949900142600203,1,1,1,1
000108.jpg,0.014516372233629227,0.09952777624130249,2.598893661343027e-05,0.029006754979491234,0.028980766042877804,0.07321158763975605,0.11167112885880218,0,0,0,0
000109.jpg,0.7513183355331421,0.7976667284965515,0.9808727502822876,0.5217639207839966,0.459108829498291,0.7380553336614111,0.817645052566516,1,1,1,0
000110.jpg,0.8610775470733643,0.8646263480186462,0.9827954173088074,0.7393596172332764,0.243435800075531,0.820298206620642,0.8789960192085117,1,1,1,1
000111.jpg,0.553673505783081,0.6844140291213989,0.11329768598079681,0.9940493106842041,0.8807516247034073,0.6078402488322502,0.7115308383531258,1,1,1,0
000112.jpg,0.5767285227775574,0.6978609561920166,0.777911365032196,0.3755456507205963,0.40236571431159973,0.622751506141153,0.724287793184232,1,1,1,0
000113.jpg,0.33365240693092346,0.5411578416824341,0.0002526075695641339,0.6670522093772888,0.6667996018077247,0.45738256599857285,0.5729025420954882,0,0,1,0
000114.jpg,0.009224256500601768,0.07512377202510834,0.011503155343234539,0.006945357657968998,0.004557797685265541,0.054867084766593105,0.08456923474383617,0,0,0,0
000115.jpg,0.1377813071012497,0.35392463207244873,0.24350057542324066,0.03206203132867813,0.21143854409456253,0.28136086519065767,0.38387485195146537,0,0,0,0
000116.jpg,0.0044119348749518394,0.047022901475429535,0.0012510658707469702,0.007572803646326065,0.006321737775579095,0.034064369606469115,0.05313817988791997,0,0,0,0
000117.jpg,0.31039267778396606,0.5233457088470459,0.27548134326934814,0.345304012298584,0.06982266902923584,0.4396855872080849,0.5553101162520583,0,0,1,1
000118.jpg,0.5963823199272156,0.7092108130455017,0.3948141038417816,0.7979505658149719,0.4031364619731903,0.6354489994197153,0.7350219034529988,1,1,1,0
000119.jpg,0.41944900155067444,0.6013742685317993,0.7369884252548218,0.1019095927476883,0.6350788325071335,0.5188174476152136,0.6317875532755027,0,1,1,0
000120.jpg,0.9405391216278076,0.9229612946510315,0.9613802433013916,0.9196979999542236,0.04168224334716797,0.8954246804599825,0.9316285149526601,1,1,1,1
000121.jpg,0.0031668911688029766,0.03796413168311119,0.00011156996333738789,0.006222212221473455,0.0061106422581360675,0.027430153852432054,0.04295442995275372,0,0,0,0
000122.jpg,0.002070462331175804,0.028790893033146858,0.0006705888081341982,0.00347033585421741,0.002799747046083212,0.020747337482784567,0.03261626964676456,0,0,0,0
000123.jpg,0.008761436678469181,0.07273626327514648,0.0035936026833951473,0.013929271139204502,0.010335668455809355,0.053086401218041014,0.08190812336109028,0,0,0,0
000124.jpg,0.930692195892334,0.9147706627845764,0.99967360496521,0.8617108464241028,0.13796275854110718,0.8846721472967135,0.9242837220679501,1,1,1,1
000125.jpg,0.00540839321911335,0.05357754975557327,0.010434937663376331,0.00038184921140782535,0.010053088451968506,0.038886401370482944,0.06049114559738777,0,0,0,0
000126.jpg,0.01988637074828148,0.12052342295646667,0.005104736890643835,0.034668006002902985,0.02956326911225915,0.08920571592185343,0.1348448282115025,0,0,0,0
000127.jpg,0.34588146209716797,0.5502323508262634,0.0282283965498209,0.6635345220565796,0.6353061255067587,0.4664804442552672,0.5818343480227041,0,0,1,0
000128.jpg,0.2473888248205185,0.47064000368118286,0.03018006682395935,0.46459758281707764,0.4344175159931183,0.38853737895454954,0.502780798749821,0,0,1,0
000129.jpg,0.7872335314750671,0.8187426328659058,0.9825031757354736,0.5919638872146606,0.390539288520813,0.763499654879853,0.8370650525759915,1,1,1,0
000130.jpg,0.9711014032363892,0.9520832896232605,0.9999949932098389,0.9422078132629395,0.057787179946899414,0.9342140537660072,0.9576245707324187,1,1,1,1
000131.jpg,0.0008337437175214291,0.015827853232622147,0.001526653184555471,0.00014083419227972627,0.0013858189922757447,0.01136351763793277,0.01796271722736899,0,0,0,0
000132.jpg,0.13098575174808502,0.34500643610954285,0.26148635149002075,0.0004851523553952575,0.2610011991346255,0.27349711462191195,0.37463960030429755,0,0,0,0
000133.jpg,0.9976757764816284,0.990982711315155,1.0,0.9953515529632568,0.004648447036743164,0.9874283268216458,0.9920629551608385,1,1,1,1
000134.jpg,0.9885554313659668,0.9739935398101807,0.9998243451118469,0.9772865176200867,0.022537827491760254,0.9639860176973454,0.9770620471008956,1,1,1,1
000135.jpg,0.0036270793061703444,0.04144717752933502,0.0010345751652494073,0.006219583563506603,0.005185008398257196,0.02997686719102006,0.04687300760082801,0,0,0,0
000136.jpg,0.36902615427970886,0.5669173002243042,0.16763533651828766,0.5704169869422913,0.4027816504240036,0.48335506403373335,0.5982030546007469,0,0,1,0
000137.jpg,0.9242050647735596,0.9095832705497742,0.9986376166343689,0.849772572517395,0.14886504411697388,0.8778974453302887,0.9196245151295466,1,1,1,1
000138.jpg,0.046307049691677094,0.1975592076778412,5.3748949540022295e-06,0.0926087275147438,0.0926033526197898,0.1496296395006208,0.21875762754760084,0,0,0,0
000139.jpg,0.08134733140468597,0.26929718255996704,0.09395069628953934,0.06874395906925201,0.025206737220287323,0.20848522218997298,0.2953598860556577,0,0,0,0
000140.jpg,0.037355683743953705,0.1747806817293167,0.0004056739853695035,0.0743056908249855,0.073900016839616,0.13147195019681066,0.19412621399972174,0,0,0,0
000141.jpg,0.49207961559295654,0.6475195288658142,0.06827682256698608,0.915882408618927,0.8476055860519409,0.5676487868033882,0.6763071797907587,0,1,1,0
000142.jpg,0.7424874305725098,0.7925570011138916,0.9989857077598572,0.48598921298980713,0.51299649477005,0.731946074622654,0.8129215291775814,1,1,1,0
000143.jpg,0.003228567773476243,0.0384414941072464,2.8716713131871074e-06,0.006454263813793659,0.006451392142480472,0.027778883249453365,0.0434916991827751,0,0,0,0
000144.jpg,0.1374031901359558,0.35343557596206665,0.01787565089762211,0.25693073868751526,0.23905508778989315,0.28092847894042855,0.383368967729419,0,0,0,0
000145.jpg,0.0014057058142498136,0.022336972877383232,0.0002381678787060082,0.00257324380800128,0.0023350759292952716,0.016066675075541603,0.02532719470973128,0,0,0,0
000146.jpg,0.9924237132072449,0.9802108407020569,0.9892560243606567,0.995591402053833,0.0063353776931762695,0.9725283082427189,0.9825589009657876,1,1,1,1
000147.jpg,0.37062475085258484,0.5680476427078247,0.7382079362869263,0.00304157636128366,0.7351663599256426,0.4845051890846993,0.5993094547183968,0,0,1,0
000148.jpg,0.3575926721096039,0.5587513446807861,0.034649353474378586,0.6805359721183777,0.6458866186439991,0.4750724088854932,0.5902005881299225,0,0,1,0
000149.jpg,0.11123465746641159,0.31736862659454346,0.0007790616364218295,0.22169025242328644,0.2209111907868646,0.24940650031904654,0.3458814829570512,0,0,0,0
000150.jpg,0.01214580051600933,0.08917064219713211,0.018615873530507088,0.005675728432834148,0.01294014509767294,0.06539410605600252,0.10019091960238201,0,0,0,0
000151.jpg,0.19053946435451508,0.41537877917289734,0.24331547319889069,0.13776345551013947,0.10555201768875122,0.33678323763354856,0.4469319734456368,0,0,0,0
000152.jpg,0.0012639804044738412,0.020828798413276672,1.7394168025930412e-05,0.0025105667300522327,0.0024931725620263023,0.014975381141358707,0.023622001010209077,0,0,0,0
000153.jpg,0.0018166592344641685,0.02643037773668766,0.00014709559036418796,0.0034862228203564882,0.0033391272299923003,0.019033375013244248,0.029951790583453857,0,0,0,0
000154.jpg,0.6069175601005554,0.7152599692344666,0.9882829785346985,0.22555214166641235,0.7627308368682861,0.6422584922754029,0.7407303340414713,1,1,1,0
000155.jpg,0.894229531288147,0.8872225284576416,0.9999994039535522,0.7884597182273865,0.21153968572616577,0.8490013577646471,0.8994725488013858,1,1,1,1
000156.jpg,0.6511120796203613,0.7404560446739197,0.3162161111831665,0.9860081076622009,0.6697919964790344,0.6709425389275682,0.7644149664647016,1,1,1,0
000157.jpg,0.5992771983146667,0.7108752727508545,0.9792170524597168,0.2193373441696167,0.7598797082901001,0.6373196372264415,0.7365933944908475,1,1,1,0
000158.jpg,0.5289613008499146,0.6698028445243835,0.9955704808235168,0.06235215440392494,0.9332183264195919,0.5917982653879656,0.6976204280776138,1,1,1,0
000159.jpg,0.9994406700134277,0.9965193271636963,1.0,0.9988812804222107,0.0011187195777893066,0.995136612397826,0.9969383426908394,1,1,1,1
000160.jpg,0.27092528343200684,0.49119487404823303,8.739250188227743e-05,0.541763186454773,0.5416757939528907,0.40827206599838356,0.523351644533085,0,0,1,0
000161.jpg,0.9858285784721375,0.9700470566749573,0.9998395442962646,0.9718176126480103,0.028021931648254395,0.9585855621614998,0.9735686368059556,1,1,1,1
000162.jpg,0.001635075779631734,0.024667689576745033,0.0020619574934244156,0.001208194182254374,0.0008537633111700416,0.017755009244461994,0.027960998124302448,0,0,0,0
000163.jpg,0.6033147573471069,0.7131937146186829,0.3890659213066101,0.8175635933876038,0.42849767208099365,0.63992919716402,0.7387814278559999,1,1,1,0
000164.jpg,0.3375476598739624,0.5440688729286194,0.12669359147548676,0.5484017133712769,0.4217081218957901,0.46029504040761626,0.5757700733070431,0,0,1,0
000165.jpg,0.9755961894989014,0.9571312069892883,0.9999840259552002,0.9512084126472473,0.04877561330795288,0.9410277827616031,0.9621119108357334,1,1,1,1
000166.jpg,0.7544973492622375,0.7995120882987976,0.7706303000450134,0.7383643984794617,0.03226590156555176,0.7402673567132539,0.8193494788477101,1,1,1,1
000167.jpg,0.0037385274190455675,0.04226506128907204,0.000729643739759922,0.006747411098331213,0.006017767358571291,0.030575623889630272,0.04779261947369019,0,0,0,0
000168.jpg,0.876076340675354,0.8746333122253418,0.7581005096435547,0.9940522313117981,0.2359517216682434,0.8329488710553137,0.8880782698387033,1,1,1,1
000169.jpg,0.9970861077308655,0.9895156621932983,0.9992213249206543,0.9949508905410767,0.004270434379577637,0.9853915689855072,0.9907700425491275,1,1,1,1
000170.jpg,0.9944401979446411,0.9838852882385254,0.9979062080383301,0.9909742474555969,0.006931960582733154,0.9775967590398108,0.9858037492104151,1,1,1,1
000171.jpg,0.0009705948177725077,0.017500078305602074,2.9368453397182748e-05,0.001911821193061769,0.0018824527396645863,0.012570106124557593,0.019855941484513532,0,0,0,0
000172.jpg,0.8533231019973755,0.8595691919326782,0.9936625957489014,0.7129836678504944,0.280678927898407,0.8139415129332892,0.8743977503189599,1,1,1,1
000173.jpg,0.5815197825431824,0.7006365656852722,0.2779088020324707,0.885130763053894,0.6072219610214233,0.6258471751941356,0.7269156319638163,1,1,1,0
000174.jpg,0.30185386538505554,0.516608715057373,2.820565532601904e-05,0.6036795377731323,0.6036513321178063,0.43304711888476183,0.5486352601811167,0,0,1,0
000175.jpg,0.4004320502281189,0.5886535048484802,0.774971604347229,0.025892477482557297,0.7490791268646717,0.5056279446560553,0.6194231436972283,0,1,1,0
000176.jpg,0.047569431364536285,0.2005801945924759,9.126212319188198e-08,0.09513877332210541,0.09513868205998222,0.1520565841747617,0.22201307639980927,0,0,0,0
000177.jpg,0.022576654329895973,0.13005785644054413,0.0032386435195803642,0.04191466420888901,0.03867602068930864,0.09653458878242197,0.14532499684632405,0,0,0,0
